INFO 2025-08-07 22:03:23,241 autoreload Watching for file changes with StatReloader
INFO 2025-08-08 00:05:18,487 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:28,375 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:28,385 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:29,250 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:29,257 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:05:32,670 autoreload D:\dental_clinic\zibadent\zibadent\settings.py changed, reloading.
INFO 2025-08-08 00:05:44,075 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:05:44,085 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:05:44,090 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:44,102 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:05:44,104 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:05:44,119 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:44,128 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:50,402 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:50,559 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:50,599 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:50,617 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:50,694 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:50,712 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:53,495 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:53,508 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:54,188 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:54,228 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:54,297 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:54,358 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:57,085 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:57,099 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:05:58,071 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:58,079 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:05:58,109 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:05:58,138 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:01,069 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:01,080 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:06:02,078 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:06:02,097 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:06:02,620 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:02,630 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-08 00:06:02,655 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:04,104 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:04,112 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:05,100 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:05,112 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:05,768 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:05,791 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:08,070 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:08,078 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:06:09,094 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:06:09,110 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:06:09,119 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:09,143 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:06:09,144 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:12,096 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:12,763 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:13,080 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:13,162 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:13,196 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:13,210 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:17,426 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:18,033 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:33,974 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:34,039 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:34,044 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:34,448 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:36,278 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:36,333 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:44,566 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-08 00:06:44,829 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:45,013 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-08 00:06:45,015 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:45,989 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:46,016 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:06:49,108 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:49,144 notification_consumers User  admin disconnected from WebSocket : 1001)
ERROR 2025-08-08 00:06:49,149 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-08 00:06:49,183 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:49,203 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:06:49,221 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:06:53,098 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:06:53,119 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:06:53,150 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:53,153 notification_consumers User  admin disconnected from WebSocket : 1006)
INFO 2025-08-08 00:06:53,162 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:06:53,188 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:06:53,197 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:01,729 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:08:01,759 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:08:01,766 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:01,897 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:01,933 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:08:01,936 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:01,949 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:08:09,033 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:09,299 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:08:09,459 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:09,855 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:08:09,859 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:09,899 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:08:13,075 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:13,112 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:08:13,115 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:13,125 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:17,091 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:08:17,107 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:08:17,113 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:17,129 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:17,131 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:08:17,155 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:17,164 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:21,136 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:08:21,154 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:08:21,161 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:21,232 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:08:21,232 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:08:21,236 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:08:21,251 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:09:44,606 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:09:44,640 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:09:44,648 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:44,742 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:09:44,749 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:09:44,752 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:44,768 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:47,142 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:47,201 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:47,704 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:47,716 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:47,797 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:47,817 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:50,206 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:50,236 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:50,742 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:50,755 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:50,868 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:50,880 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:50,958 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:50,973 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:51,587 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:51,598 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:56,059 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:56,093 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:56,119 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:56,142 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:56,276 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:56,297 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:59,103 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:59,113 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:59,158 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:59,175 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:09:59,336 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:09:59,349 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:03,100 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
ERROR 2025-08-08 00:10:03,149 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:03,174 notification_consumers User  admin disconnected from WebSocket : 1001)
ERROR 2025-08-08 00:10:03,241 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:03,354 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:10:03,363 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:10:07,080 notification_consumers User  admin  WebSocket  connected 
ERROR 2025-08-08 00:10:07,088 notification_consumers خطا در دریافت آمار اعلان‌ها: Cannot resolve keyword 'is_read' into field. Choices are: action_text, action_url, created_at, created_by, created_by_id, deliveries, expires_at, id, is_active, message, metadata, notification_type, priority, read_at, recipient, recipient_id, related_batch, related_batch_id, related_item, related_item_id, related_warehouse, related_warehouse_id, status, title, updated_at
ERROR 2025-08-08 00:10:07,093 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:07,106 notification_consumers User  admin disconnected from WebSocket : 4000)
INFO 2025-08-08 00:10:07,108 notification_consumers User  admin disconnected from WebSocket : 1006)
ERROR 2025-08-08 00:10:07,120 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:07,128 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:10,165 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:10,172 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:11,080 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:11,088 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:11,116 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:11,124 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:14,066 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:14,074 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:15,064 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:15,071 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:15,094 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:15,102 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:18,062 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:18,070 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:19,062 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:19,070 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:19,095 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:19,103 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:22,068 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:22,076 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:23,065 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:23,073 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:23,101 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:23,109 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:26,068 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:26,080 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:27,066 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:27,075 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:27,103 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:27,112 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:30,068 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:30,076 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:31,061 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:31,070 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:31,091 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:31,100 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:33,095 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:33,106 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:34,090 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:34,098 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:34,128 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:34,136 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:36,137 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:36,146 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:37,112 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:37,120 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:37,167 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:37,180 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:39,186 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:39,205 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:40,141 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:40,149 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:40,210 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:40,222 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:42,265 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:42,275 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:43,164 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:43,174 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:43,240 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:43,257 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:45,316 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:45,350 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:46,209 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:46,225 notification_consumers User  admin disconnected from WebSocket : 4000)
ERROR 2025-08-08 00:10:46,380 notification_consumers خطا در اتصال WebSocket: 'WebSocketProtocol' object has no attribute 'handshake_deferred'
INFO 2025-08-08 00:10:46,402 notification_consumers User  admin disconnected from WebSocket : 4000)
